latitude,longitude,price
43.65097945,-79.41022854,52
43.63752166,-79.41381646,169
43.64111495,-79.44661064,270
43.71445132,-79.36335627,98
43.63984667,-79.39555735,229
43.66106667,-79.44291709,131
43.65394017,-79.45247827,204
43.65258104,-79.38202931,168
43.6638897,-79.370504,71
43.65980488,-79.37992308,190
43.63756887,-79.3925331,93
43.70541265,-79.39508318,75
43.65017726,-79.36800524,139
43.6808582,-79.30945103,339
43.65649352,-79.37149887,66
43.6539413,-79.44922181,130
43.66237496,-79.41412476,149
43.77563385,-79.34922502,68
43.64046353,-79.39496103,149
43.67686595,-79.38435827,400
43.64288704,-79.39922227,174
43.66599513,-79.46476658,121
43.64503118,-79.45253823,80
43.6652843,-79.47275592,149
43.66455454,-79.38533262,115
43.64071187,-79.39317765,130
43.67420868,-79.34179802,63
43.63988784,-79.3903517,100
43.6824913,-79.40460286,157
43.61493054,-79.49427851,66
43.64141543,-79.43951627,45
43.64633142,-79.39260743,140
43.65853651,-79.44322788,45
43.6674354,-79.429843,66
43.65217019,-79.4359056,45
43.65695521,-79.42002609,88
43.68885495,-79.37839174,970
43.63528176,-79.40188647,94
43.68140826,-79.33529811,85
43.66101067,-79.36323144,85
43.65474292,-79.42531612,90
43.61318029,-79.4940554,60
43.67033917,-79.39203326,90
43.65131766,-79.43273969,45
43.66335702,-79.34373709,109
43.6442183,-79.4756074,73
43.66299279,-79.41230986,220
43.68535984,-79.40745499,67
43.68910525,-79.41412036,135
43.65243072,-79.3677909,79
43.66732461,-79.38019817,79
43.77969935,-79.32882449,24
43.63710785,-79.39728347,189
43.65301375,-79.37899256,160
43.65188314,-79.43240124,100
43.65805861,-79.4271258,101
43.78344833,-79.44525142,115
43.63717129,-79.39800918,189
43.63809624,-79.41827802,149
43.68016466,-79.42653186,163
43.6683825,-79.31301464,160
43.67516959,-79.42178295,66
43.68241336,-79.35250186,300
43.80025461,-79.33513871,85
43.64188729,-79.39251256,128
43.6634206,-79.42835811,201
43.65043294,-79.39692606,235
43.63986174,-79.37963001,457
43.67223225,-79.4129386,346
43.64231336,-79.38101941,121
43.67773225,-79.3612657,155
43.76976746,-79.20903513,79
43.67513503,-79.34262702,48
43.63807397,-79.4443144,50
43.6435224,-79.38144937,147
43.67057853,-79.34092864,85
43.67301716,-79.34110825,89
43.64353315,-79.38231436,135
43.67789678,-79.41007725,184
43.68280205,-79.32503271,275
43.65746676,-79.35644966,160
43.72106738,-79.3360443,41
43.66490743,-79.33550237,88
43.65434752,-79.37952218,170
43.64584652,-79.39163688,176
43.65355762,-79.43441173,380
43.64651131,-79.39433308,66
43.64464623,-79.38979986,295
43.67985336,-79.36058255,100
43.66698987,-79.33757177,72
43.64587411,-79.43386289,80
43.64353839,-79.39046221,97
43.68509357,-79.38387554,135
43.68388647,-79.42577784,98
43.64529619,-79.390925,199
43.65303189,-79.40050214,80
43.62641007,-79.47662175,201
43.64919329,-79.4062312,60
43.64122636,-79.39502749,160
43.72640335,-79.32680009,50
43.66723168,-79.43208442,125
43.65606915,-79.38815312,100
43.64601024,-79.40979324,524
43.66950648,-79.41673863,62
43.65352402,-79.41543375,75
43.64199733,-79.396231,189
43.70675814,-79.38189774,524
43.68263435,-79.29766955,105
43.63799518,-79.41734529,149
43.64440596,-79.3931091,121
43.63903231,-79.41517823,201
43.68141682,-79.30518854,66
43.64374196,-79.37916304,249
43.7667107,-79.40468293,88
43.66542358,-79.42109051,176
43.68446845,-79.42319693,69
43.64422154,-79.3896967,199
43.63906283,-79.44171598,69
43.64806685,-79.37416897,201
43.65521227,-79.4165377,45
43.6580293,-79.43175099,135
43.65233735,-79.37901304,300
43.77229778,-79.41778951,41
43.65784987,-79.42023593,121
43.67229561,-79.44161265,85
43.66800219,-79.31431109,176
43.6554279,-79.37105903,190
43.64248189,-79.40530175,85
43.68628182,-79.41970218,300
43.64156157,-79.38024407,109
43.650187,-79.44429226,75
43.76813709,-79.37983054,149
43.76118129,-79.40862886,100
43.68156724,-79.30514668,75
43.6830485,-79.43522459,80
43.66419317,-79.42354309,88
43.65091324,-79.43510991,75
43.6822587,-79.306847,69
43.6506565,-79.43345751,149
43.65283478,-79.43579595,60
43.65801239,-79.41931065,90
43.67227448,-79.41450116,140
43.63662037,-79.40539241,101
43.65466522,-79.39088952,100
43.68960959,-79.33502283,50
43.66145727,-79.409847,55
43.63301148,-79.41741392,100
43.65723637,-79.3564248,142
43.67153479,-79.43930929,75
43.67347126,-79.40323079,71
43.67634784,-79.35515382,100
43.6732884,-79.2826847,228
43.6572796,-79.4262592,98
43.64142879,-79.39638239,155
43.64866254,-79.42446073,121
43.64889768,-79.42545375,100
43.65425046,-79.40398931,160
43.65407886,-79.40215978,94
43.6643399,-79.34092736,180
43.6406356,-79.4334949,130
43.66305191,-79.3323274,46
43.64545611,-79.441561,55
43.64211238,-79.41044451,104
43.6463079,-79.39439913,66
43.65623119,-79.39859635,80
43.64436971,-79.39206357,149
43.72246789,-79.40352812,69
43.6708905,-79.42164688,223
43.66513905,-79.36963835,190
43.66482548,-79.38387762,100
43.65351154,-79.45461225,204
43.6692719,-79.42638114,75
43.65001319,-79.38861402,79
43.67083526,-79.40564401,107
43.64023821,-79.39314596,159
43.68856505,-79.42485683,69
43.6714962,-79.38517292,170
43.64814538,-79.43501594,160
43.64050597,-79.42426449,149
43.64114156,-79.39518942,199
43.69127405,-79.39978478,225
43.68022931,-79.423822,148
43.64781467,-79.41747606,111
43.6648962,-79.37368529,59
43.66635733,-79.46790855,45
43.65732759,-79.37010358,300
43.67802879,-79.3611858,94
43.63808735,-79.39833087,180
43.66818249,-79.38865636,240
43.63639111,-79.47012984,250
43.6391226,-79.38348673,100
43.66500081,-79.42224446,90
43.64313948,-79.43236297,60
43.66711447,-79.46453132,73
43.68827208,-79.39991467,69
43.67827576,-79.30959704,90
43.63530622,-79.40054922,642
43.68344829,-79.2943386,119
43.64146289,-79.41445419,100
43.65097912,-79.45784262,75
43.67238822,-79.28711816,325
43.67286529,-79.28535115,98
43.69982349,-79.29460219,50
43.66256913,-79.45244114,187
43.77994045,-79.32829321,59
43.6747445,-79.31066017,75
43.65978967,-79.44147971,140
43.64779288,-79.41589842,495
43.64784933,-79.39718246,199
43.6828663,-79.30538207,68
43.64114962,-79.50691184,85
43.65555129,-79.40058225,250
43.69011332,-79.4368482,35
43.65402134,-79.44010656,119
43.66088549,-79.40669695,67
43.65149801,-79.43332263,46
43.62208654,-79.48804873,56
43.59610722,-79.52495983,79
43.64722185,-79.42676692,69
43.67617419,-79.45350747,75
43.67002573,-79.38174948,92
43.65739474,-79.3489543,135
43.70276985,-79.25854726,130
43.66821349,-79.4068911,92
43.68112127,-79.33913148,160
43.7034331,-79.26015648,83
43.70434941,-79.25863589,50
43.66727914,-79.37533932,149
43.6504731,-79.36722428,140
43.75699565,-79.4065385,101
43.64995782,-79.43732952,85
43.64507989,-79.40617412,201
43.69441994,-79.34548721,79
43.69550986,-79.34352209,89
43.66619341,-79.38102089,59
43.6456958,-79.44960017,90
43.66806468,-79.47378241,425
43.79047494,-79.27116585,55
43.64770213,-79.39746613,189
43.68888931,-79.31206261,45
43.6672126,-79.40572858,300
43.64770137,-79.37208894,170
43.73043578,-79.21949377,140
43.66930944,-79.3820227,185
43.63177474,-79.56096908,130
43.63988807,-79.41780319,140
43.66620863,-79.45248258,100
43.64088896,-79.43016067,121
43.67542355,-79.31620565,170
43.63823005,-79.42090299,90
43.65371149,-79.42042787,107
43.64236641,-79.37629446,648
43.71693908,-79.39988359,250
43.65974315,-79.43545445,45
43.61363842,-79.49154698,60
43.66669783,-79.40542456,100
43.68194143,-79.45017806,69
43.66395501,-79.35996241,121
43.65911555,-79.40417822,94
43.66452859,-79.36831061,100
43.6704688,-79.38378264,75
43.65827236,-79.44611302,100
43.76943726,-79.3690641,85
43.64514714,-79.4384433,201
43.65145545,-79.43341957,90
43.77997522,-79.32956343,21
43.66341278,-79.33861507,291
43.77871935,-79.3284708,26
43.78048888,-79.32803757,25
43.65422626,-79.41153932,100
43.64085452,-79.41574629,199
43.75960965,-79.39490326,94
43.6690269,-79.41700411,48
43.66250314,-79.45191467,149
43.66030044,-79.40164452,329
43.64854088,-79.40799415,398
43.63520688,-79.40612931,126
43.64020337,-79.38363164,159
43.66068963,-79.33683941,250
43.64433743,-79.42596819,92
43.70072078,-79.27318055,89
43.65626715,-79.41314464,50
43.64557059,-79.41731698,55
43.64547269,-79.39152101,225
43.68354284,-79.41932364,43
43.6922909,-79.25990106,85
43.67341091,-79.4458839,50
43.70377269,-79.40491751,73
43.70468637,-79.4051617,89
43.70420876,-79.40503107,299
43.64178283,-79.41358722,83
43.65202264,-79.43409439,45
43.67744364,-79.40168342,45
43.67866385,-79.39969947,45
43.65489192,-79.39059824,110
43.64860836,-79.43772817,90
43.6640271,-79.38323905,69
43.70440672,-79.40488494,85
43.66380663,-79.43959935,45
43.67321038,-79.33529256,80
43.65254168,-79.41357944,187
43.65552585,-79.39203396,130
43.65652079,-79.41792066,45
43.64537991,-79.39391013,300
43.65143412,-79.45531441,54
43.66581947,-79.36926319,176
43.75584742,-79.49061064,41
43.66814115,-79.37938092,83
43.70524685,-79.40532323,159
43.70520741,-79.40698049,100
43.64756942,-79.48008315,80
43.64280378,-79.392449,159
43.64405037,-79.38125415,159
43.77929729,-79.41785575,199
43.63874631,-79.41411306,169
43.70464924,-79.40478011,279
43.70582286,-79.40523388,239
43.73175281,-79.4044242,229
43.6402717,-79.43563482,75
43.63634304,-79.39898976,72
43.64721072,-79.41284714,75
43.64356025,-79.40076006,201
43.64392075,-79.40829607,375
43.64488228,-79.38957602,275
43.64151834,-79.4392299,45
43.66222375,-79.42914271,119
43.65012719,-79.38972487,73
43.63639729,-79.40524828,125
43.75783773,-79.26173682,69
43.64385748,-79.53089836,185
43.64055268,-79.37695385,710
43.6705628,-79.38456329,111
43.65472142,-79.42325802,75
43.65575596,-79.4142461,45
43.6626221,-79.36481183,201
43.63541728,-79.42680066,69
43.76864802,-79.37933537,189
43.66106524,-79.4127466,600
43.63747662,-79.41580225,174
43.66981045,-79.40157578,64
43.65613662,-79.44000287,41
43.67232714,-79.31757181,180
43.67021801,-79.4153823,48
43.68895288,-79.41440375,199
43.64407229,-79.39248067,309
43.64906871,-79.43908773,284
43.67187774,-79.34043889,80
43.64707477,-79.40959707,149
43.6514677,-79.43551284,125
43.64211257,-79.39208165,149
43.77512774,-79.41257463,75
43.67115313,-79.39142062,149
43.6473508,-79.41040722,55
43.64100875,-79.38610113,199
43.64365442,-79.38025072,165
43.65070188,-79.43982192,75
43.65047365,-79.43855369,69
43.69093006,-79.35286801,64
43.64880061,-79.40647729,88
43.66074356,-79.40740146,75
43.65013664,-79.43838692,149
43.66837981,-79.3883222,140
43.64518466,-79.39353369,220
43.68229688,-79.34512295,79
43.71790897,-79.43725459,85
43.6389551,-79.47680909,121
43.66461531,-79.46288567,41
43.65620457,-79.43043118,300
43.65616921,-79.37083381,119
43.67240852,-79.30938441,165
43.62420932,-79.49239541,64
43.68202826,-79.34612844,79
43.66996147,-79.38541784,160
43.65834544,-79.43175422,350
43.66256809,-79.40304333,128
43.64892508,-79.42498949,100
43.64297276,-79.38809714,800
43.64044341,-79.44660805,130
43.66058043,-79.40397754,174
43.63877209,-79.41715033,169
43.64183061,-79.37493802,180
43.65252359,-79.36971241,87
43.64093588,-79.40097192,159
43.64592522,-79.39869719,164
43.68232482,-79.3450455,66
43.64034351,-79.38255573,121
43.66749134,-79.41025732,75
43.64711995,-79.43432076,88
43.69125018,-79.49812558,144
43.65043444,-79.37441475,77
43.66473162,-79.40823966,85
43.65141823,-79.41543416,85
43.65594376,-79.40079446,176
43.64069681,-79.39741238,122
43.64601433,-79.4248372,90
43.64390679,-79.39199069,119
43.64339093,-79.43114235,66
43.64500675,-79.40017268,163
43.66949906,-79.4305331,146
43.69823845,-79.44870391,79
43.65078932,-79.40882825,50
43.76907762,-79.41576113,59
43.64015606,-79.39838672,68
43.64557975,-79.40280505,159
43.69797239,-79.39396962,90
43.64563673,-79.42449712,105
43.67640754,-79.47296135,66
43.64100685,-79.41363461,107
43.64540552,-79.39454494,185
43.63931225,-79.53585921,201
43.66093977,-79.43244314,107
43.76862544,-79.41528266,128
43.63162531,-79.47465824,119
43.65071619,-79.42400124,100
43.6399394,-79.39290041,94
43.6457277,-79.39322858,485
43.64639468,-79.3963259,146
43.64467085,-79.42784338,350
43.67921913,-79.30838269,267
43.66041435,-79.33402285,249
43.6377921,-79.41592968,164
43.66347185,-79.46313092,89
43.78100717,-79.4174287,119
43.64586067,-79.39207617,199
43.64803242,-79.37392528,159
43.64615825,-79.44458303,119
43.6495438,-79.38899835,197
43.6563725,-79.42249355,55
43.65154303,-79.38855989,125
43.69372607,-79.42412342,50
43.64882093,-79.43393192,149
43.65617686,-79.38288631,100
43.68160906,-79.32610824,100
43.67202546,-79.41622379,90
43.6256722,-79.49071096,90
43.68177378,-79.31625212,180
43.64481694,-79.42570485,174
43.647754,-79.4090545,140
43.66164004,-79.45691656,125
43.64383616,-79.39193041,199
43.70500711,-79.4002377,315
43.77907446,-79.32956224,28
43.65703096,-79.40867126,55
43.70592791,-79.40058047,100
43.6529056,-79.42997161,45
43.64246944,-79.41245533,229
43.63646722,-79.44307688,50
43.64498097,-79.43251271,195
43.63997268,-79.39551282,170
43.66928056,-79.39737868,59
43.66772198,-79.42808413,201
43.64136875,-79.38224852,100
43.68929338,-79.31258056,75
43.66863695,-79.30555456,149
43.64461274,-79.39229033,199
43.64231758,-79.40170687,90
43.64927079,-79.4114412,149
43.67463993,-79.28916087,45
43.68262871,-79.34434836,66
43.6792635,-79.31065395,80
43.76034842,-79.40689119,55
43.65736857,-79.35232682,45
43.69736796,-79.2703671,90
43.64954426,-79.43659363,126
43.72122641,-79.33585091,41
43.6553138,-79.45257541,69
43.65525861,-79.37947333,201
43.64033274,-79.37938333,119
43.70892531,-79.4302478,88
43.65986553,-79.40974141,41
43.66881943,-79.37523784,45
43.6708973,-79.38402912,236
43.65479814,-79.45084272,149
43.658803,-79.42436393,105
43.6665317,-79.39576979,160
43.66607624,-79.38261406,69
43.64453976,-79.4369872,75
43.637024,-79.38138319,125
43.7875029,-79.37301388,94
43.74889307,-79.45283975,100
43.67024056,-79.38041118,92
43.78033602,-79.41753466,190
43.77928558,-79.28233817,94
43.6575626,-79.40851272,55
43.65753264,-79.4079874,81
43.67611215,-79.37008783,160
43.65977265,-79.4078923,66
43.63964829,-79.44022254,176
43.67145799,-79.34800471,100
43.77380968,-79.21175555,48
43.65502356,-79.43573053,85
43.64580453,-79.38785455,600
43.64081218,-79.38438464,204
43.63941637,-79.53568535,121
43.66368301,-79.34069083,418
43.65414948,-79.40274249,55
43.66903424,-79.36477138,100
43.66800159,-79.37117677,83
43.66338722,-79.38360126,201
43.66217772,-79.34129586,159
43.66336696,-79.34107746,159
43.64167815,-79.37982015,90
43.65757148,-79.40900012,100
43.68516176,-79.32522351,88
43.75658145,-79.40756629,160
43.67192868,-79.41670313,140
43.69884885,-79.27649996,59
43.65427783,-79.39367971,75
43.63736506,-79.39173445,125
43.70100451,-79.38734527,90
43.77210165,-79.21246636,79
43.64929476,-79.3814366,79
43.65743243,-79.38301673,89
43.68144267,-79.35505839,121
43.65370132,-79.45049417,225
43.66053896,-79.38662363,210
43.66268586,-79.41337246,35
43.65332628,-79.38830769,169
43.79323724,-79.37189636,45
43.64702281,-79.39285494,210
43.63660596,-79.39958623,530
43.65446413,-79.47851692,143
43.69152092,-79.49756487,144
43.6575689,-79.4225372,250
43.72426301,-79.61516922,60
43.66043169,-79.33370136,50
43.64376562,-79.45130082,35
43.65066616,-79.3671899,151
43.76665557,-79.37688881,45
43.63799279,-79.42123789,195
43.65019418,-79.36258475,55
43.65446673,-79.42212263,59
43.64344445,-79.43301033,149
43.64503722,-79.4117649,149
43.63814537,-79.38979587,100
43.66514694,-79.41834803,149
43.64319793,-79.37961605,852
43.66990687,-79.37772474,45
43.70955413,-79.38126968,90
43.68800545,-79.31675137,60
43.67412697,-79.2886733,60
43.66698321,-79.38214931,94
43.62206012,-79.3830691,261
43.63815796,-79.42037518,201
43.66367733,-79.44005125,62
43.64157355,-79.40052722,146
43.69901395,-79.49247016,68
43.6421714,-79.38386519,229
43.66144339,-79.38551922,92
43.67365054,-79.32076357,114
43.73334171,-79.23133157,69
43.69877356,-79.4938035,48
43.66515441,-79.37141972,71
43.64306145,-79.39090772,100
43.7030454,-79.39436267,110
43.71174389,-79.37989102,24
43.64635088,-79.40792821,73
43.66154976,-79.37660131,75
43.65765726,-79.3702456,350
43.65979226,-79.41662732,121
43.6737897,-79.34369706,83
43.68319675,-79.30510518,45
43.64247449,-79.3913222,149
43.61939515,-79.48432952,94
43.71043053,-79.3946894,121
43.68505293,-79.30866083,262
43.64437076,-79.44163704,400
43.66581656,-79.38535541,109
43.63944015,-79.430911,60
43.643311,-79.39096872,249
43.67976999,-79.44930756,110
43.67308239,-79.45610591,50
43.75559203,-79.40732311,199
43.65128786,-79.43544726,80
43.75667818,-79.40605925,199
43.67004977,-79.35056763,250
43.75706864,-79.40560118,199
43.67775999,-79.43956768,37
43.65930589,-79.4807699,148
43.67942361,-79.39469702,100
43.64988745,-79.41109705,42
43.64885085,-79.44613256,160
43.71817652,-79.32715627,60
43.64395379,-79.3994136,210
43.65088237,-79.40141227,66
43.65740164,-79.45528964,100
43.67906392,-79.4466012,30
43.63931663,-79.3963718,146
43.67834153,-79.35987417,98
43.60150038,-79.49927455,207
43.66259232,-79.33902196,100
43.65897205,-79.40930939,50
43.69235549,-79.3970237,140
43.62531812,-79.4891791,135
43.78045301,-79.42633335,121
43.68465963,-79.28491721,60
43.77812424,-79.42794735,140
43.77996114,-79.42629098,121
43.7796656,-79.42639435,130
43.77989839,-79.42794919,121
43.65521024,-79.41399567,135
43.66313561,-79.34057235,229
43.67079361,-79.29193316,149
43.65933736,-79.4176342,110
43.66500766,-79.38774375,50
43.64705832,-79.5096801,38
43.59838178,-79.52135324,41
43.65613618,-79.40414198,159
43.6611671,-79.32951663,144
43.65390521,-79.42620552,125
43.64797751,-79.42329046,75
43.69927528,-79.36987253,250
43.67878946,-79.4442082,106
43.65340718,-79.4310144,130
43.64073115,-79.39738877,299
43.65193129,-79.37233853,174
43.68127205,-79.32657563,250
43.66470805,-79.38095445,475
43.66448235,-79.38069254,119
43.64061852,-79.41701966,235
43.67413781,-79.29928053,149
43.64685229,-79.42657379,66
43.66553842,-79.45623568,79
43.66776665,-79.38590976,201
43.67158319,-79.49568345,35
43.66357196,-79.43214351,50
43.66116749,-79.40428432,58
43.65993803,-79.3719032,160
43.64401194,-79.38168167,100
43.64000676,-79.39582981,110
43.67154696,-79.35273915,320
43.66076826,-79.41777264,139
43.66040796,-79.41016989,197
43.66295371,-79.34204717,189
43.6586686,-79.40956912,225
43.66063327,-79.41154913,176
43.66133974,-79.41783236,94
43.6584907,-79.41172546,195
43.66086626,-79.41607857,94
43.69201072,-79.39672122,515
43.68036562,-79.35980326,52
43.74957823,-79.54978135,38
43.66706123,-79.38633093,55
43.70843968,-79.45492153,56
43.65568048,-79.36850631,90
43.66586608,-79.3801952,180
43.65604752,-79.42181896,60
43.76903367,-79.41576965,121
43.65585546,-79.38312984,89
43.64894813,-79.40338962,204
43.67052747,-79.45187924,31
43.67102733,-79.28465464,240
43.64405432,-79.45230729,50
43.60037956,-79.51669836,31
43.66627215,-79.37649848,79
43.66583817,-79.37679792,128
43.6898711,-79.26720309,42
43.60984223,-79.49478478,85
43.69018418,-79.43038482,140
43.67896582,-79.45148589,41
43.68109421,-79.45212437,22
43.68055377,-79.44809883,22
43.68064189,-79.44592754,22
43.66695897,-79.42781066,121
43.69168195,-79.28466912,41
43.64355088,-79.44254667,87
43.66477337,-79.3319709,107
43.6614987,-79.42617709,52
43.81227812,-79.28720631,41
43.65050137,-79.44023623,66
43.64201283,-79.38242078,225
43.66079513,-79.42390017,41
43.66461864,-79.37741161,350
43.64258741,-79.45506418,250
43.64953902,-79.38672887,300
43.67107783,-79.32420174,47
43.78159665,-79.18106221,149
43.64092429,-79.391366,90
43.66814951,-79.35117876,172
43.68964129,-79.31782728,125
43.64726914,-79.407446,215
43.65582316,-79.37553525,96
43.63970953,-79.444584,149
43.64116337,-79.42347569,125
43.64623521,-79.4073949,160
43.63933548,-79.4361162,41
43.63639561,-79.40529313,149
43.66914116,-79.38093384,64
43.65561745,-79.3415568,130
43.69445337,-79.31868714,75
43.69556474,-79.39174316,121
43.64409125,-79.39977876,121
43.65982719,-79.37725008,121
43.66976147,-79.37525255,64
43.64237991,-79.40352556,139
43.64820289,-79.37152124,41
43.6473891,-79.44086582,100
43.65597288,-79.3570641,147
43.64839931,-79.57849022,55
